instance_name,parameter_name,parameter_value,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,max_delay,average_walking_distance,drone_utilization,feasible,cpu_time,incumbent_inherited,initial_incumbent_cost
RDL-n25-01,drone_range,20,4,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.086146,True,252.40224368914502
RDL-n25-01,drone_range,24,4,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.219954,True,252.40224368914502
RDL-n25-01,drone_range,30,4,10000,0.1,0.4,0.997,100,252.402244,226.636692,21.203031,0.0,4.562521,4,0.16,1.0,0.0,0.0,0.570315,0.5,True,25.19714,True,252.40224368914502
RDL-n25-01,drone_range,8,5,10000,0.1,0.4,0.997,100,252.602095,226.73258,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,23.737477,False,
RDL-n25-01,drone_range,12,5,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,25.151667,True,252.6020953370235
RDL-n25-01,drone_range,16,5,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.913346,True,251.98827191469877
RDL-n25-01,drone_range,20,5,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.847792,True,251.98827191469877
RDL-n25-01,drone_range,24,5,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.917569,True,251.98827191469877
RDL-n25-01,drone_range,30,5,10000,0.1,0.4,0.997,100,251.988272,226.118757,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.5,True,24.861571,True,251.98827191469877
RDL-n25-01,drone_range,8,6,10000,0.1,0.4,0.997,100,254.450442,243.625558,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,23.073464,False,
RDL-n25-01,drone_range,12,6,10000,0.1,0.4,0.997,100,254.424313,243.599429,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,24.927258,True,254.450441595252
RDL-n25-01,drone_range,16,6,10000,0.1,0.4,0.997,100,254.424313,243.599429,9.221111,0.0,1.603773,2,0.08,1.0,0.0,0.0,0.400943,0.25,True,24.551475,True,254.42431291582884
